x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.41304819912603713,-0.41284767848026205,-0.4122504367893832,-0.41126846630983394,-0.4099201362695988,-0.40822957638948393,-0.40622656218110864,-0.40394504522313085,-0.4014204189254702
-0.4130481507500659,-0.41284765688701036,-0.4122504093355865,-0.41126845541421636,-0.40992013145534856,-0.40822957347096456,-0.40622653867300856,-0.403945033325987,-0.40142039852844824
-0.3808113056078329,-0.38066679937043,-0.3802355556104717,-0.37952429921186825,-0.37854403576473816,-0.3773094297243233,-0.3758379717910049,-0.3741490861386303,-0.3722634643527172
-0.3808112773178305,-0.3806667839392575,-0.38023554128922216,-0.3795242952423008,-0.37854402863287057,-0.3773094221671424,-0.3758379548662606,-0.37414907514604007,-0.37226345290720886
-0.3525310148892371,-0.35243017866301285,-0.3521286197866812,-0.35162910913978457,-0.35093612613912334,-0.3500556459641791,-0.34899493855138985,-0.3477622673855402,-0.3463665956608971
-0.3525309988412124,-0.3524301686817116,-0.3521286124591208,-0.3516291083605468,-0.35093612026851406,-0.3500556390549248,-0.348994928060147,-0.3477622602495271,-0.3463665900677231
-0.3293241739414627,-0.329258212898371,-0.3290599553339571,-0.32872830531571157,-0.32826156210701785,-0.32765758434618175,-0.3269140588526878,-0.3260288356154531,-0.3250003639027365
-0.32932416558456085,-0.32925820723668847,-0.3290599518447968,-0.32872830503791445,-0.3282615583545859,-0.3276575797709948,-0.3269140532071523,-0.32602883183948717,-0.3250003615157936
-0.3120691112761207,-0.3120300063034645,-0.3119110653454425,-0.3117075366260683,-0.31141192808583673,-0.31101462640328686,-0.3105047343976083,-0.3098710588802621,-0.30910319219159865
-0.3120691076964424,-0.312030003764293,-0.3119110639653467,-0.3117075362816959,-0.31141192627790254,-0.31101462419828374,-0.3105047319807217,-0.30987105733483045,-0.30910319136439796
-0.3014293957989832,-0.3014077794411472,-0.30134036464466996,-0.301219662521314,-0.30103387689947014,-0.3007678912302573,-0.3004045676965774,-0.2999262612288368,-0.2993164234494471
-0.3014293949284726,-0.30140777880273967,-0.3013403643226457,-0.30121966239223197,-0.30103387642551477,-0.30076789064794884,-0.30040456710818453,-0.2999262608449222,-0.2993164232769871
-3.9430088587202414e-7,-0.002378646820770565,-0.0047565881533419094,-0.007133098507078021,-0.009507778863411682,-0.011879606657857492,-0.014247891808977477,-0.01661134939826307,-0.0189687714693794
-1.6254097783183193e-7,-0.002378639087536661,-0.004756506528729005,-0.007133091609134136,-0.009507683162915111,-0.011879586694566584,-0.014247779873056591,-0.01661130655905468,-0.018968653507748384
-1.063633555849917e-7,-0.0023783726839503487,-0.004756239141942668,-0.00713281751989913,-0.009507456752730629,-0.011879319455510181,-0.01424760839188903,-0.016611067296834776,-0.018968528716811078
-1.6011207521402592e-8,-0.0023783649538948433,-0.004756157525138927,-0.007132810623786336,-0.009507361055290814,-0.01187929949361149,-0.014247496457772423,-0.01661102445869897,-0.018968410755817896
1.6012300936823897e-8,0.0023783649530918927,0.004756157535723417,0.007132810625201484,0.00950736105548311,0.011879299496234338,0.014247496466763036,0.016611024463808768,0.01896841074875799
1.0638672310187094e-7,0.0023783726831355153,0.004756239152502526,0.007132817521301629,0.009507456752303313,0.011879319458048947,0.014247608400937717,0.016611067301991217,0.0189685287097142
1.6252064174929808e-7,0.0023786390867123358,0.0047565065392183355,0.007133091610541707,0.009507683162873997,0.01187958669717067,0.014247779882180293,0.01661130656424684,0.018968653500688732
3.9430282383745015e-7,0.0023786468199512223,0.004756588163892881,0.00713309850847646,0.009507778863301352,0.011879606660411254,0.014247891818026567,0.016611349403433156,0.01896877146236454
0.30142939492275894,0.3014077788075639,0.3013403643181769,0.30121966242705867,0.3010338764623749,0.30076789063305437,0.30040456711868574,0.2999262608420914,0.2993164232724181
0.3014293958031073,0.30140777944551556,0.30134036463905595,0.3012196625460546,0.30103387691428996,0.300767891214466,0.30040456771163176,0.29992626120953,0.2993164234439519
0.31206910771057655,0.31203000376839607,0.31191106396567486,0.3117075362859877,0.31141192628271824,0.31101462418937337,0.31050473197717066,0.30987105729821157,0.30910319137180625
0.3120691112798671,0.3120300063038475,0.31191106534426727,0.3117075366287127,0.3114119280880143,0.31101462639134736,0.31050473439683796,0.3098710588597834,0.3091031921954431
0.32932416558157956,0.32925820724435784,0.32905995184439296,0.32872830503650785,0.328261558358002,0.32765757977274423,0.32691405321547157,0.32602883182332537,0.32500036151579326
0.3293241739460945,0.3292582129018788,0.32905995533386007,0.3287283053176291,0.3282615621165374,0.3276575843397757,0.3269140588632717,0.3260288355975402,0.32500036390263837
0.35253099880827554,0.35243016868766314,0.3521286124550544,0.35162910837083716,0.3509361202820706,0.3500556390481918,0.34899492806207894,0.34776226025625223,0.34636659006538195
0.3525310148860507,0.3524301786716067,0.352128619783751,0.35162910914702966,0.35093612615481085,0.35005564596721,0.34899493855329133,0.3477622674008321,0.3463665956591857
0.38081127731501924,0.38066678394146874,0.38023554128926135,0.37952429524090103,0.3785440286393623,0.3773094221658936,0.3758379548576023,0.3741490751670219,0.3722634529112525
0.3808113055843448,0.38066679937381254,0.380235555610158,0.3795242992116896,0.3785440357641218,0.3773094297231843,0.3758379717804471,0.3741490861415372,0.3722634643544231
0.41304815073439843,0.41284765686627906,0.41225040933308504,0.411268455418056,0.4099201314576711,0.4082295734613321,0.40622653868013175,0.4039450333232956,0.4014203985275906
0.41304819912745033,0.41284767847516834,0.41225043678883283,0.41126846631669195,0.40992013627294194,0.4082295763871648,0.40622656218737113,0.403945045246549,0.4014204189254205
